counterbalancing_condition,instr_done_keyboard.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,instr_done_keyboard.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.933,,,,,,,,0.933,0,,,,,,386,NW,UN,16,gronce,ANCUST,z,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,33,33,445,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.367,,,,,,,,0.367,0,,,,,,357,NW,UN,33,fleack,DERAIN,z,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,34,34,416,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.227,,,,,,,,0.227,1,,,,,,86,WORD,UN,33,filter,RODENT,m,,,,,,,-0.075907591,-0.351485149,0,0,0,,0,35,35,145,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.24,,,,,,,,0.24,1,,,,,,25,WORD,"ID",16,domain,DOMAIN,m,,,,,,,-0.102310231,-0.394389439,0,0,0,,0,36,36,84,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.228,,,,,,,,0.228,0,,,,,,241,NW,"ID",16,smenco,SMENCO,z,,,,,,,-0.102310231,-0.394389439,0,0,0,,0,37,37,300,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.092,,,,,,,,0.092,1,,,,,,166,WORD,UN,16,design,STARCH,m,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,38,38,225,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.111,,,,,,,,0.111,1,,,,,,72,WORD,UN,33,source,BRIGHT,m,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,39,39,131,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.027,,,,,,,,0.027,0,,,,,,259,NW,"ID",16,soudal,SOUDAL,z,,,,,,,-0.105610561,-0.354785479,0,0,0,,0,40,40,318,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.054,,,,,,,,0.054,1,,,,,,12,WORD,"ID",16,orange,ORANGE,m,,,,,,,-0.105610561,-0.361386139,0,0,0,,0,41,41,71,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.451,,,,,,,,0.451,1,,,,,,137,WORD,UN,16,melody,FINGER,m,,,,,,,-0.132013201,-0.46039604,0,0,0,,0,42,42,196,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.002,,,,,,,,0.002,1,,,,,,213,WORD,"ID",33,squeal,SQUEAL,m,,,,,,,-0.97689769,-0.387788779,0,0,0,,0,43,43,32,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0,,,,,,,,0,1,,,,,,60,WORD,"ID",16,pencil,PENCIL,m,,,,,,,-0.98019802,-0.321782178,0,0,0,,0,44,44,119,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.44,,,,,,,,0.44,1,,,,,,460,NW,"ID",33,mingar,MINGAR,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,45,45,279,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.051,,,,,,,,0.051,0,,,,,,470,NW,"ID",33,crudio,CRUDIO,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,46,46,289,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.005,,,,,,,,0.005,0,,,,,,229,WORD,"ID",33,mother,MOTHER,m,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,47,47,48,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.593,,,,,,,,0.593,1,,,,,,289,NW,"ID",16,starby,STARBY,z,,,,,,,-0.97359736,-0.354785479,0,0,0,,0,48,48,348,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.516,,,,,,,,0.516,1,,,,,,316,NW,UN,33,worbal,SCREGM,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,49,49,375,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.017,,,,,,,,0.017,0,,,,,,397,NW,UN,16,blunde,CAMBLE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,50,50,456,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.967,,,,,,,,0.967,1,,,,,,395,NW,UN,16,flengy,COLURY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,51,51,454,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,1,0.455,,,,,,,,0.455,1,,,,,,26,WORD,"ID",16,sprint,SPRINT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,52,52,85,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.39,,,,,,,,0.39,1,,,,,,447,NW,"ID",33,gircue,GIRCUE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,53,53,266,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,1,0.388,,,,,,,,0.388,1,,,,,,352,NW,UN,33,clurey,TRINGE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,54,54,411,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,z,0,0.566,,,,,,,,0.566,0,,,,,,57,WORD,"ID",16,change,CHANGE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,55,55,116,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,m,0,0.403,,,,,,,,0.403,0,,,,,,421,NW,"ID",33,knisma,KNISMA,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,56,56,240,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,354,NW,UN,33,zingly,VIRLEX,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,57,57,413,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,174,WORD,UN,16,fabric,TURKEY,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,58,58,233,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,193,WORD,"ID",33,object,OBJECT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,59,59,12,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,19,WORD,"ID",16,patron,PATRON,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,60,60,78,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,91,WORD,UN,33,hunger,EXPAND,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,61,61,150,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,313,NW,UN,33,sprine,PAURSE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,62,62,372,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,353,NW,UN,33,virlex,CLUREY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,63,63,412,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,140,WORD,UN,16,chrome,PRINCE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,64,64,199,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,478,NW,"ID",33,acrise,ACRISE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,65,65,297,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,178,WORD,UN,16,basket,INFORM,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,66,66,237,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,77,WORD,UN,33,column,RACKET,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,67,67,136,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,74,WORD,UN,33,trophy,PLAQUE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,68,68,133,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,158,WORD,UN,16,detail,ISLAND,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,69,69,217,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,298,NW,"ID",16,piergy,PIERGY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,70,70,357,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,238,WORD,"ID",33,flower,FLOWER,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,71,71,57,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,422,NW,"ID",33,alcoud,ALCOUD,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,72,72,241,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,381,NW,UN,16,sarley,HUNIEK,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,73,73,440,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,424,NW,"ID",33,praile,PRAILE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,74,74,243,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,37,WORD,"ID",16,insult,INSULT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,75,75,96,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,451,NW,"ID",33,cainky,CAINKY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,76,76,270,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,6,WORD,"ID",16,bundle,BUNDLE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,77,77,65,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,192,WORD,"ID",33,plague,PLAGUE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,78,78,11,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,44,WORD,"ID",16,danger,DANGER,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,79,79,103,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,441,NW,"ID",33,rastoe,RASTOE,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,80,80,260,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,220,WORD,"ID",33,voyage,VOYAGE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,81,81,39,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,405,NW,UN,16,nouply,FLUMNI,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,82,82,464,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,94,WORD,UN,33,thread,TRAVEL,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,83,83,153,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,382,NW,UN,16,aungre,SARLEY,z,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,84,84,441,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,142,WORD,UN,16,reason,SPRUCE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,85,85,201,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,205,WORD,"ID",33,lounge,LOUNGE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,86,86,24,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,181,WORD,"ID",33,glance,GLANCE,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,87,87,0,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,8,WORD,"ID",16,abrupt,ABRUPT,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,88,88,67,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,27,WORD,"ID",16,scream,SCREAM,m,,,,,,,-0.933993399,-0.48679868,0,0,0,,0,89,89,86,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,7,WORD,"ID",16,anchor,ANCHOR,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,90,90,66,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,419,NW,UN,16,gushop,SLOUNT,z,,,,,,,4.221122112,-0.282178218,0,0,0,,0,91,91,478,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,34,WORD,"ID",16,jungle,JUNGLE,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,92,92,93,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,416,NW,UN,16,earoud,PATHEL,z,,,,,,,4.221122112,-0.282178218,0,0,0,,0,93,93,475,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,476,NW,"ID",33,josted,JOSTED,z,,,,,,,4.221122112,-0.282178218,0,0,0,,0,94,94,295,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,222,WORD,"ID",33,hinder,HINDER,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,95,95,41,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,80,WORD,UN,33,friend,FAMILY,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,96,96,139,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,375,NW,UN,16,iguare,YORQUE,z,,,,,,,4.221122112,-0.282178218,0,0,0,,0,97,97,434,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,215,WORD,"ID",33,phobia,PHOBIA,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,98,98,34,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,66,WORD,UN,33,policy,GOSPEL,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,99,99,125,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,133,WORD,UN,16,staple,CHROME,m,,,,,,,4.221122112,-0.282178218,0,0,0,,0,100,100,192,1
,,,,,,,,,,,,,,,,,,999,2020-11-26_11h35.58.920,lexical_decision_task_MP_exp2,2020.2.5,Win32,60,,0,,,,,,,,,0.403,-1,,,,,,379,NW,UN,16,cavory,AUTING,z,,,,,,,1.300330033,-0.232673267,0,0,0,,0,101,101,438,1
