counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_done_keyboard.rt,trials.order
1,space,3.21109,-0.03009251,-0.394907491,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the hash marks (######) in the center of the screen. After a moment, a string of letters will appear. Your task is to indicate if the letter string forms a word or not (i.e., if it is a nonword). For example, AUTHOR is a word while AUTHON is a nonword.

Press the space bar or touch the button below to continue.",0,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,space,7.451175,-0.03009251,-0.394907491,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",1,keyboard-example.gif,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,space,1.25446,-0.03009251,-0.394907491,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",1,touchscreen-example.gif,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,space,1.29226,-0.03009251,-0.394907491,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.80825,,,,,,,,0.80825,1,0,0,0,15,1,1016,NW,UN,50,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.58064,,,,,,,,0.58064,1,0,1,1,14,1,1015,NW,UN,50,miaber,THRALE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.51144,,,,,,,,0.51144,1,0,2,2,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.417145,,,,,,,,0.417145,1,0,3,3,2,1,1003,WORD,"ID",50,almond,ALMOND,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.495825,,,,,,,,0.495825,1,0,4,4,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.57883,,,,,,,,0.57883,1,0,5,5,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.793615,,,,,,,,0.793615,0,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.60334,,,,,,,,0.60334,1,0,7,7,6,1,1007,WORD,UN,50,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.55598,,,,,,,,0.55598,1,0,8,8,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.6181,,,,,,,,0.6181,1,0,9,9,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.70506,,,,,,,,0.70506,1,0,10,10,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.545225,,,,,,,,0.545225,1,0,11,11,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.593105,,,,,,,,0.593105,1,0,12,12,7,1,1008,WORD,UN,50,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.66452,,,,,,,,0.66452,1,0,13,13,11,1,1012,NW,"ID",50,rashet,RASHET,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.56737,,,,,,,,0.56737,0,0,14,14,10,1,1011,NW,"ID",50,inlade,INLADE,z,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.56788,,,,,,,,0.56788,0,0,15,15,3,1,1004,WORD,"ID",50,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,
,space,5.410455,-0.03009251,-0.394907491,0,0,0,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback, but it is very important that you respond as quickly and accurately as possible. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
There will be opportunities to take breaks at regular intervals during the experiment. When you are ready to start the experimental trials, please press space or touch the button below.",,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,1.018885,,,,,,,,1.018885,1,,,,,,39,WORD,"ID",33,insect,INSECT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,0,0,38,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.9002,,,,,,,,0.9002,1,,,,,,126,WORD,UN,33,castle,ENOUGH,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,1,1,125,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.717975,,,,,,,,0.717975,1,,,,,,332,NW,"ID",50,vangue,VANGUE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,2,2,331,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.62737,,,,,,,,0.62737,1,,,,,,127,WORD,UN,33,senior,CASTLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,3,3,126,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1.238245,,,,,,,,1.238245,0,,,,,,218,WORD,UN,50,bucket,SHRINK,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,4,4,217,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.75455,,,,,,,,0.75455,1,,,,,,315,NW,"ID",50,laston,LASTON,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,5,5,314,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.588715,,,,,,,,0.588715,1,,,,,,231,WORD,UN,50,mother,EXPORT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,6,6,230,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.5201,,,,,,,,0.5201,1,,,,,,102,WORD,"ID",50,direct,DIRECT,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,7,7,101,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.71759,,,,,,,,0.71759,1,,,,,,141,WORD,UN,33,spruce,ORPHAN,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,8,8,140,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.71862,,,,,,,,0.71862,1,,,,,,206,WORD,UN,50,wreath,TAILOR,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,9,9,205,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,1.04097,,,,,,,,1.04097,0,,,,,,212,WORD,UN,50,squeal,VERIFY,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,10,10,211,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,0,0.45136,,,,,,,,0.45136,0,,,,,,373,NW,UN,33,injore,BIGENT,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,11,11,372,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.394315,,,,,,,,0.394315,0,,,,,,31,WORD,"ID",33,weapon,WEAPON,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,12,12,30,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.739205,,,,,,,,0.739205,1,,,,,,162,WORD,UN,33,string,CANDLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,13,13,161,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.543165,,,,,,,,0.543165,1,,,,,,11,WORD,"ID",33,cruise,CRUISE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,14,14,10,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.58546,,,,,,,,0.58546,1,,,,,,238,WORD,UN,50,grumpy,FLOWER,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,15,15,237,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.83458,,,,,,,,0.83458,1,,,,,,411,NW,UN,33,jiluer,ORCHIN,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,16,16,410,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.585165,,,,,,,,0.585165,1,,,,,,161,WORD,UN,33,candle,PASTOR,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,17,17,160,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.68853,,,,,,,,0.68853,1,,,,,,388,NW,UN,33,witmer,CRAGIN,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,18,18,387,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.62685,,,,,,,,0.62685,1,,,,,,242,NW,"ID",33,unwert,UNWERT,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,19,19,241,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.6011,,,,,,,,0.6011,1,,,,,,251,NW,"ID",33,lupict,LUPICT,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,20,20,250,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.78364,,,,,,,,0.78364,1,,,,,,475,NW,UN,50,robuly,PEBRIC,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,21,21,474,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.609755,,,,,,,,0.609755,1,,,,,,479,NW,UN,50,josted,LOBUSH,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,22,22,478,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.60922,,,,,,,,0.60922,1,,,,,,430,NW,UN,50,funtle,CAROEY,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,23,23,429,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.584265,,,,,,,,0.584265,1,,,,,,46,WORD,"ID",33,single,SINGLE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,24,24,45,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.815185,,,,,,,,0.815185,1,,,,,,351,NW,"ID",50,tiesch,TIESCH,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,25,25,350,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.555205,,,,,,,,0.555205,1,,,,,,208,WORD,UN,50,search,HOCKEY,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,26,26,207,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.56933,,,,,,,,0.56933,0,,,,,,183,WORD,UN,50,sleazy,MILDEW,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,27,27,182,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.640945,,,,,,,,0.640945,1,,,,,,205,WORD,UN,50,tailor,LOUNGE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,28,28,204,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.9348,,,,,,,,0.9348,1,,,,,,346,NW,"ID",50,saudic,SAUDIC,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,29,29,345,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.64227,,,,,,,,0.64227,1,,,,,,121,WORD,UN,33,linger,THRIVE,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,30,30,120,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.66736,,,,,,,,0.66736,1,,,,,,215,WORD,UN,50,behalf,PHOBIA,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,31,31,214,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.65786,,,,,,,,0.65786,1,,,,,,224,WORD,UN,50,vulgar,PERIOD,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,32,32,223,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,1,0.706505,,,,,,,,0.706505,1,,,,,,325,NW,"ID",50,thruse,THRUSE,z,,,,,,-0.03009251,-0.394907491,0,0,0,,0,33,33,324,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,z,0,0.619215,,,,,,,,0.619215,0,,,,,,41,WORD,"ID",33,spring,SPRING,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,34,34,40,1,,
,,,,,,,,,,,,,,,,,,5ea5b7467bc3955b6bf0a1ca,2020-08-10_17h54.17.720,lexical_decision_task_MP,2020.1.3,Win32,60,m,1,0.617615,,,,,,,,0.617615,1,,,,,,7,WORD,"ID",33,anchor,ANCHOR,m,,,,,,-0.03009251,-0.394907491,0,0,0,,0,35,35,6,1,,
